x,y
2.62444,2.89494
2.6321,2.88851
2.6397,2.88201
2.64724,2.87544
2.65471,2.86879
2.66212,2.86208
2.66947,2.8553
2.67676,2.84845
2.68399,2.84154
2.69116,2.83456
2.69826,2.82753
2.70531,2.82044
2.7123,2.81328
2.71923,2.80608
2.7261,2.79881
2.73292,2.79149
2.73968,2.78412
2.74638,2.7767
2.75303,2.76923
2.75962,2.76171
2.76616,2.75415
2.77264,2.74653
2.77907,2.73888
2.78545,2.73117
2.79178,2.72343
2.79806,2.71564
2.80428,2.70782
2.81046,2.69995
2.81658,2.69205
2.82266,2.68411
2.82869,2.67613
2.83467,2.66811
2.8406,2.66006
2.84649,2.65198
2.85233,2.64387
2.85813,2.63572
2.86388,2.62754
2.86959,2.61933
2.87526,2.61109
2.88089,2.60282
2.88647,2.59453
2.89201,2.5862
2.89751,2.57785
2.90297,2.56947
2.9084,2.56107
2.91378,2.55264
2.91912,2.54419
2.92443,2.53572
2.9297,2.52722
2.93494,2.5187
2.94014,2.51016
2.9453,2.50159
2.95043,2.49301
2.95553,2.48441
2.96059,2.47578
2.96562,2.46714
2.97061,2.45848
2.97558,2.44979
2.98051,2.4411
2.98541,2.43238
2.99038,2.4237
2.9953,2.415
3.00017,2.40626
3.00498,2.3975
3.00975,2.3887
3.01446,2.37989
3.01913,2.37104
3.02375,2.36217
3.02832,2.35328
3.03284,2.34436
3.03732,2.33542
3.04176,2.32646
3.04615,2.31747
3.05049,2.30846
3.05479,2.29944
3.05905,2.29039
3.06327,2.28132
3.06745,2.27224
3.07158,2.26313
3.07568,2.25401
3.07974,2.24487
3.08376,2.23571
3.08774,2.22654
3.09168,2.21735
3.09559,2.20815
3.09946,2.19893
3.1033,2.18969
3.1071,2.18044
3.11087,2.17118
3.11461,2.1619
3.11831,2.15261
3.12198,2.14331
3.12562,2.134
3.12923,2.12467
3.13281,2.11533
3.13635,2.10598
3.13987,2.09662
3.14336,2.08725
3.14682,2.07787
3.15025,2.06848
3.15366,2.05907
3.15704,2.04966
3.16039,2.04024
3.16372,2.03081
3.16702,2.02137
3.17029,2.01192
3.17355,2.00247
3.17677,1.993
3.17998,1.98353
3.18316,1.97405
3.18632,1.96456
3.18946,1.95507
3.19257,1.94556
3.19567,1.93605
3.19874,1.92654
3.20179,1.91702
3.20482,1.90749
3.20784,1.89795
3.21083,1.88841
3.21381,1.87886
3.21676,1.86931
3.2197,1.85975
3.22262,1.85019
3.22553,1.84062
3.22842,1.83105
3.23129,1.82147
3.23414,1.81188
3.23698,1.80229
3.2398,1.7927
3.24261,1.7831
3.2454,1.7735
3.24818,1.76389
3.25094,1.75428
3.25369,1.74467
3.25643,1.73505
3.25915,1.72543
3.26186,1.7158
3.26456,1.70617
3.26724,1.69654
3.26992,1.6869
3.27258,1.67726
3.27523,1.66762
3.27787,1.65798
3.28049,1.64833
3.28311,1.63868
3.28571,1.62902
3.28831,1.61936
3.29089,1.6097
3.29347,1.60004
3.29604,1.59038
3.29859,1.58071
3.30114,1.57104
3.30368,1.56137
3.30621,1.55169
3.30873,1.54201
3.31124,1.53234
3.31375,1.52265
3.31625,1.51297
3.31874,1.50329
3.32122,1.4936
3.32371,1.48391
3.32618,1.47422
3.32864,1.46453
3.33108,1.45483
3.3335,1.44513
3.33591,1.43543
3.33831,1.42572
3.34069,1.416
3.34305,1.40629
3.3454,1.39657
3.34774,1.38685
3.35007,1.37712
3.35238,1.36739
3.35468,1.35766
3.35696,1.34792
3.35924,1.33818
3.3615,1.32844
3.36375,1.3187
3.36599,1.30895
3.36822,1.29921
3.37043,1.28945
3.37264,1.2797
3.37483,1.26994
3.37702,1.26019
3.3792,1.25043
3.38136,1.24066
3.38352,1.2309
3.38567,1.22113
3.38781,1.21136
3.38994,1.20159
3.39206,1.19182
3.39417,1.18205
3.39628,1.17227
3.39837,1.16249
3.40046,1.15271
3.40255,1.14293
3.40462,1.13315
3.40669,1.12337
3.40875,1.11358
3.4108,1.1038
3.41285,1.09401
3.41489,1.08422
3.41693,1.07443
3.41896,1.06464
3.42098,1.05484
3.423,1.04505
3.42502,1.03525
3.42702,1.02546
3.42903,1.01566
3.43102,1.00586
3.43302,0.996061
3.435,0.986261
3.43699,0.97646
3.43897,0.966658
3.44094,0.956855
3.44291,0.947051
3.44488,0.937246
3.44685,0.927441
3.44881,0.917635
3.45076,0.907828
3.45272,0.898021
3.45467,0.888213
3.45661,0.878404
3.45856,0.868595
3.4605,0.858785
3.46244,0.848975
3.46437,0.839164
3.4663,0.829353
3.46824,0.819541
3.47016,0.809729
3.47209,0.799916
3.47402,0.790103
3.47594,0.78029
3.47786,0.770476
3.47978,0.760662
3.4817,0.750847
3.48361,0.741032
3.48553,0.731217
3.48744,0.721402
3.48935,0.711587
3.49126,0.701771
3.49317,0.691955
3.49508,0.682139
3.49699,0.672322
3.4989,0.662506
3.5008,0.652689
3.50271,0.642873
3.50461,0.633056
3.50652,0.623239
3.50842,0.613422
3.51033,0.603605
3.51223,0.593788
3.51413,0.583971
3.51604,0.574153
3.51794,0.564336
3.51984,0.554519
3.52175,0.544702
3.52365,0.534885
3.52556,0.525068
3.52746,0.515251
3.52937,0.505434
3.53127,0.495617
3.53318,0.485801
3.53508,0.475984
3.53699,0.466168
3.5389,0.456351
3.54081,0.446535
3.54272,0.436719
3.54462,0.426903
3.54653,0.417087
3.54844,0.407271
3.55035,0.397454
3.55226,0.387638
3.55416,0.377821
3.55607,0.368004
3.55797,0.358187
3.55988,0.348371
3.56178,0.338554
3.56369,0.328737
3.56559,0.31892
3.5675,0.309103
3.5694,0.299286
3.5713,0.289469
3.57321,0.279652
3.57511,0.269835
3.57702,0.260018
3.57893,0.250201
3.58083,0.240385
3.58274,0.230568
3.58464,0.220751
3.58655,0.210935
3.58846,0.201119
3.59037,0.191303
3.59228,0.181487
3.59419,0.171671
3.5961,0.161855
3.59801,0.152039
3.59992,0.142224
3.60184,0.132409
3.60375,0.122594
3.60567,0.112779
3.60758,0.102965
3.6095,0.0931503
3.61142,0.0833363
3.61334,0.0735224
3.61526,0.0637088
3.61719,0.0538954
3.61911,0.0440824
3.62104,0.0342695
3.62296,0.024457
3.62489,0.0146448
3.62682,0.00483281
3.62876,-0.00497884
3.63069,-0.0147902
3.63262,-0.0246012
3.63456,-0.0344119
3.6365,-0.0442223
3.63844,-0.0540323
3.64038,-0.063842
3.64232,-0.0736514
3.64427,-0.0834604
3.64622,-0.093269
3.64816,-0.103077
3.65011,-0.112885
3.65207,-0.122693
3.65402,-0.1325
3.65598,-0.142307
3.65794,-0.152113
3.6599,-0.161919
3.66186,-0.171724
3.66382,-0.181529
3.66579,-0.191334
3.66776,-0.201138
3.66973,-0.210942
3.6717,-0.220746
3.67368,-0.230549
3.67566,-0.240351
3.67764,-0.250153
3.67962,-0.259955
3.6816,-0.269756
3.68359,-0.279557
3.68558,-0.289357
3.68757,-0.299157
3.68956,-0.308957
3.69156,-0.318755
3.69355,-0.328554
3.69555,-0.338352
3.69756,-0.348149
3.69956,-0.357946
3.70157,-0.367743
3.70358,-0.377539
3.70559,-0.387334
3.70761,-0.397129
3.70962,-0.406923
3.71164,-0.416717
3.71366,-0.426511
3.71569,-0.436304
3.71772,-0.446096
3.71975,-0.455888
3.72178,-0.465679
3.72381,-0.47547
3.72585,-0.48526
3.72789,-0.49505
3.72993,-0.504839
3.73198,-0.514628
3.73402,-0.524416
3.73607,-0.534204
3.73813,-0.543991
3.74018,-0.553777
3.74224,-0.563563
3.7443,-0.573349
3.74636,-0.583134
3.74843,-0.592918
3.7505,-0.602702
3.75257,-0.612485
3.75464,-0.622267
3.75673,-0.632048
3.75882,-0.641827
3.76091,-0.651605
3.76302,-0.661381
3.76513,-0.671155
3.76725,-0.680928
3.76938,-0.690699
3.77151,-0.700468
3.77365,-0.710236
3.7758,-0.720003
3.77796,-0.729768
3.78012,-0.739531
3.78229,-0.749293
3.78447,-0.759054
3.78665,-0.768813
3.78884,-0.77857
3.79103,-0.788326
3.79323,-0.798081
3.79544,-0.807834
3.79766,-0.817585
3.79988,-0.827335
3.80211,-0.837084
3.80434,-0.846832
3.80658,-0.856577
3.80883,-0.866322
3.81108,-0.876065
3.81334,-0.885807
3.8156,-0.895547
3.81787,-0.905286
3.82014,-0.915024
3.82243,-0.92476
3.82471,-0.934495
3.82701,-0.944229
3.8293,-0.953961
3.83161,-0.963692
3.83392,-0.973422
3.83623,-0.98315
3.83855,-0.992877
3.84088,-1.0026
3.84321,-1.01233
3.84554,-1.02205
3.84789,-1.03177
3.85023,-1.04149
3.85258,-1.05121
3.85494,-1.06093
3.8573,-1.07065
3.85967,-1.08036
3.86204,-1.09008
3.86442,-1.09979
3.8668,-1.1095
3.86919,-1.11922
3.87158,-1.12893
3.87398,-1.13863
3.87638,-1.14834
3.87878,-1.15805
3.88119,-1.16775
3.88361,-1.17746
3.88603,-1.18716
3.88845,-1.19686
3.89088,-1.20656
3.89332,-1.21626
3.89575,-1.22596
3.8982,-1.23566
3.90064,-1.24535
3.90309,-1.25505
3.90555,-1.26474
3.90801,-1.27443
3.91047,-1.28413
3.91294,-1.29382
3.91541,-1.30351
3.91789,-1.31319
3.92037,-1.32288
3.92286,-1.33257
3.92534,-1.34225
3.92784,-1.35194
3.93033,-1.36162
3.93284,-1.3713
3.93534,-1.38098
3.93785,-1.39066
3.94036,-1.40034
3.94288,-1.41002
3.9454,-1.4197
3.94792,-1.42938
3.95045,-1.43905
3.95298,-1.44872
3.95552,-1.4584
3.95806,-1.46807
3.9606,-1.47774
3.96315,-1.48741
3.9657,-1.49708
3.96825,-1.50675
3.97081,-1.51642
3.97337,-1.52608
3.97594,-1.53575
3.97851,-1.54541
3.98108,-1.55508
3.98365,-1.56474
3.98623,-1.5744
3.98884,-1.58406
3.99146,-1.5937
3.99411,-1.60335
3.99677,-1.61299
3.99944,-1.62262
4.00214,-1.63225
4.00485,-1.64188
4.00757,-1.6515
4.01031,-1.66112
4.01307,-1.67073
4.01584,-1.68034
4.01863,-1.68994
4.02144,-1.69954
4.02425,-1.70914
4.02709,-1.71873
4.02993,-1.72831
4.03279,-1.73789
4.03567,-1.74747
4.03856,-1.75705
4.04146,-1.76662
4.04438,-1.77618
4.04731,-1.78574
4.05025,-1.7953
4.0532,-1.80485
4.05617,-1.8144
4.05915,-1.82395
4.06214,-1.83349
4.06515,-1.84303
4.06816,-1.85256
4.07119,-1.86209
4.07423,-1.87162
4.07728,-1.88114
4.08034,-1.89066
4.08342,-1.90018
4.0865,-1.90969
4.08959,-1.9192
4.0927,-1.92871
4.09582,-1.93821
4.09894,-1.94771
4.10208,-1.9572
4.10523,-1.96669
4.10838,-1.97618
4.11155,-1.98567
4.11472,-1.99515
4.11791,-2.00463
4.1211,-2.01411
4.12431,-2.02358
4.12752,-2.03305
4.13074,-2.04252
4.13397,-2.05198
4.13721,-2.06144
4.14046,-2.0709
4.14372,-2.08035
4.14698,-2.0898
4.15026,-2.09925
4.15354,-2.1087
4.15683,-2.11814
4.16012,-2.12758
4.16343,-2.13702
4.16674,-2.14646
4.17006,-2.15589
4.17339,-2.16532
4.17673,-2.17475
4.18007,-2.18417
4.18342,-2.19359
4.18678,-2.20301
4.19014,-2.21243
4.19351,-2.22185
4.19689,-2.23126
4.20028,-2.24067
4.20367,-2.25007
4.20706,-2.25948
4.21047,-2.26888
4.21388,-2.27828
4.2173,-2.28768
4.22072,-2.29708
4.22415,-2.30647
4.22759,-2.31586
4.23103,-2.32525
4.23455,-2.33461
4.23811,-2.34396
4.2417,-2.35329
4.24534,-2.3626
4.24902,-2.3719
4.25273,-2.38119
4.25647,-2.39046
4.26026,-2.39971
4.26408,-2.40896
4.26793,-2.41818
4.27182,-2.4274
4.27574,-2.4366
4.2797,-2.44578
4.28368,-2.45495
4.2877,-2.46411
4.29175,-2.47325
4.29583,-2.48238
4.29995,-2.4915
4.30409,-2.5006
4.30826,-2.50969
4.31246,-2.51876
4.31668,-2.52783
4.32094,-2.53688
4.32522,-2.54591
4.32953,-2.55494
4.33387,-2.56395
4.33823,-2.57295
4.34262,-2.58193
4.34703,-2.59091
4.35147,-2.59987
4.35593,-2.60882
4.36041,-2.61775
4.36492,-2.62668
4.36945,-2.63559
4.37401,-2.6445
4.37859,-2.65339
4.38318,-2.66227
4.3878,-2.67114
4.39245,-2.67999
4.39711,-2.68884
4.40179,-2.69768
4.40649,-2.7065
4.41122,-2.71532
4.41596,-2.72412
4.42072,-2.73291
4.4255,-2.7417
4.4303,-2.75047
4.43511,-2.75924
4.43995,-2.76799
4.4448,-2.77673
4.44967,-2.78547
4.45455,-2.79419
4.45946,-2.80291
4.46438,-2.81162
4.46931,-2.82031
4.47448,-2.82887
4.47975,-2.83737
4.4851,-2.84582
4.49055,-2.8542
4.49609,-2.86253
4.50172,-2.8708
4.50743,-2.87901
4.51322,-2.88716
4.5191,-2.89525
4.52506,-2.90328
4.5311,-2.91125
4.53721,-2.91916
4.5434,-2.92702
4.54966,-2.93481
4.556,-2.94255
4.56241,-2.95022
4.56888,-2.95784
4.57543,-2.9654
4.58204,-2.97291
4.58872,-2.98035
4.59546,-2.98774
4.60226,-2.99507
4.60912,-3.00234
4.61604,-3.00956
4.62302,-3.01672
4.63006,-3.02383
4.63715,-3.03088
4.6443,-3.03788
4.65149,-3.04482
4.65874,-3.0517
4.66605,-3.05854
4.6734,-3.06532
4.68079,-3.07204
4.68824,-3.07872
4.69573,-3.08534
4.70327,-3.09192
4.71085,-3.09844
4.71798,-3.10545
4.72525,-3.11232
4.73264,-3.11905
4.74016,-3.12565
4.74779,-3.1321
4.75555,-3.13841
4.76342,-3.14458
4.77141,-3.1506
4.7795,-3.15647
4.7877,-3.1622
4.796,-3.16777
4.8044,-3.1732
4.8129,-3.17847
4.82149,-3.18359
4.83017,-3.18856
4.83894,-3.19337
4.84778,-3.19803
4.85671,-3.20253
4.86572,-3.20688
4.87479,-3.21108
4.88394,-3.21512
4.89316,-3.219
4.90243,-3.22274
4.91177,-3.22631
4.92117,-3.22974
4.93062,-3.23301
4.94012,-3.23613
4.94967,-3.2391
4.95926,-3.24192
4.9689,-3.24458
4.97858,-3.2471
4.98829,-3.24947
4.99804,-3.2517
5.00782,-3.25378
5.01763,-3.25571
5.02747,-3.2575
5.03733,-3.25915
5.04722,-3.26066
5.05713,-3.26203
5.06705,-3.26326
5.07699,-3.26436
5.08694,-3.26532
5.09691,-3.26615
5.10688,-3.26685
5.11687,-3.26742
5.12686,-3.26786
5.13685,-3.26817
5.14685,-3.26836
5.15685,-3.26843
5.16685,-3.26838
5.17685,-3.2682
5.18685,-3.26791
5.19684,-3.2675
5.20682,-3.26698
5.2168,-3.26635
5.22678,-3.2656
5.23674,-3.26475
5.24669,-3.26379
5.25664,-3.26272
5.26657,-3.26155
5.27649,-3.26028
5.28639,-3.2589
5.29628,-3.25743
5.30616,-3.25586
5.31602,-3.2542
5.32586,-3.25244
5.33569,-3.25059
5.3455,-3.24865
5.35529,-3.24662
5.36507,-3.2445
5.37498,-3.24324
5.38488,-3.2418
5.39475,-3.2402
5.4046,-3.23844
5.41441,-3.23652
5.42419,-3.23443
5.43394,-3.23219
5.44364,-3.2298
5.45331,-3.22725
5.46294,-3.22456
5.47253,-3.22171
5.48208,-3.21872
5.49157,-3.21559
5.50102,-3.21233
5.51042,-3.20892
5.51978,-3.20538
5.52908,-3.2017
5.53833,-3.1979
5.54752,-3.19397
5.55666,-3.18991
5.56575,-3.18573
5.57478,-3.18144
5.58375,-3.17702
5.59266,-3.17249
5.60152,-3.16785
5.61032,-3.16309
5.61906,-3.15823
5.62774,-3.15327
5.63636,-3.1482
5.64491,-3.14302
5.65341,-3.13775
5.66185,-3.13239
5.67023,-3.12693
5.67854,-3.12137
5.6868,-3.11573
5.69499,-3.11
5.70313,-3.10418
5.7112,-3.09828
5.71921,-3.09229
5.72716,-3.08623
5.73506,-3.08009
5.74289,-3.07387
5.75066,-3.06758
5.75837,-3.06121
5.76602,-3.05477
5.77362,-3.04827
5.78115,-3.04169
5.78863,-3.03505
5.79605,-3.02835
5.80341,-3.02158
5.81071,-3.01475
5.81796,-3.00786
5.82516,-3.00091
5.83229,-2.99391
5.83938,-2.98685
5.8464,-2.97974
5.85338,-2.97257
5.8603,-2.96535
5.86717,-2.95808
5.87398,-2.95077
5.88075,-2.9434
5.88746,-2.93599
5.89413,-2.92854
5.90074,-2.92103
5.9073,-2.91349
5.91382,-2.90591
5.92029,-2.89828
5.92671,-2.89061
5.93308,-2.88291
5.93941,-2.87516
5.94569,-2.86738
5.95193,-2.85956
5.95812,-2.85171
5.96427,-2.84383
5.97037,-2.83591
5.97644,-2.82795
5.98246,-2.81997
5.98844,-2.81196
5.99438,-2.80391
6.00028,-2.79583
6.00614,-2.78773
6.01196,-2.7796
6.01774,-2.77144
6.02348,-2.76326
6.02919,-2.75504
6.03486,-2.74681
6.0405,-2.73855
6.04609,-2.73026
6.05166,-2.72195
6.05719,-2.71362
6.06268,-2.70527
6.06815,-2.69689
6.07358,-2.68849
6.07913,-2.68018
6.08463,-2.67182
6.09006,-2.66343
6.09544,-2.655
6.10076,-2.64653
6.10602,-2.63802
6.11123,-2.62949
6.11638,-2.62091
6.12147,-2.61231
6.12651,-2.60367
6.1315,-2.59501
6.13644,-2.58631
6.14132,-2.57759
6.14616,-2.56883
6.15094,-2.56005
6.15568,-2.55124
6.16037,-2.54241
6.165,-2.53355
6.1696,-2.52467
6.17414,-2.51576
6.17864,-2.50683
6.1831,-2.49788
6.18751,-2.4889
6.19188,-2.47991
6.1962,-2.47089
6.20048,-2.46185
6.20472,-2.4528
6.20893,-2.44372
6.21309,-2.43463
6.21721,-2.42552
6.22129,-2.41639
6.22534,-2.40725
6.22935,-2.39808
6.23332,-2.38891
6.23725,-2.37971
6.24115,-2.3705
6.24502,-2.36128
6.24885,-2.35204
6.25265,-2.34279
6.25641,-2.33353
6.26014,-2.32425
6.26384,-2.31496
6.26751,-2.30566
6.27115,-2.29635
6.27476,-2.28702
6.27834,-2.27768
6.28189,-2.26833
6.28541,-2.25897
6.28891,-2.2496
6.29237,-2.24022
6.29581,-2.23083
6.29923,-2.22143
6.30261,-2.21203
6.30597,-2.20261
6.30931,-2.19318
6.31262,-2.18375
6.31591,-2.1743
6.31918,-2.16485
6.32242,-2.15539
6.32564,-2.14592
6.32884,-2.13645
6.33202,-2.12697
6.33517,-2.11748
6.3383,-2.10798
6.34142,-2.09848
6.34451,-2.08897
6.34759,-2.07945
6.35064,-2.06993
6.35368,-2.0604
6.3567,-2.05087
