x,y
1, 49
2.27742, 45.8556
3.55483, 42.7112
4.83225, 39.5668
6.10967, 36.4224
7.38709, 33.2779
8.6645, 30.1335
9.94192, 26.9891
11.2193, 23.8447
12.4968, 20.7003
13.7742, 17.5559
